Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,CompRatio,SatisfactionScore,WorkLifeFlag,IncomePerYearExp
19,2,1260,1,11,1,2,4,1,34,3,1,6,3,2,1089,26977,1,1,11,3,4,0,0,4,2,0,0,0,0,0.23801152352720167,3.6666666666666665,0,646.5646204553905
37,1,176,2,9,3,1,1,0,64,3,2,7,1,2,8963,9822,1,0,18,3,3,0,9,3,2,4,3,3,3,1.5575844837109156,1.8348587911986782,0,878.0464363759525
25,2,109,1,18,3,2,2,1,58,2,1,2,2,2,2272,12962,3,0,15,3,2,0,4,3,3,3,1,0,2,0.5195060445755835,2.321947881518727,0,599.1301738475211
28,1,591,0,15,3,1,2,0,58,3,1,1,3,0,2610,22526,2,1,11,3,2,1,8,2,1,6,5,0,1,0.6419973557216762,2.760182484075945,1,290.0901121137226
26,0,264,2,28,2,2,2,1,78,1,2,7,1,1,4971,21810,7,0,18,3,3,0,7,5,2,2,2,2,2,0.8639804992690272,2.3333333333333335,0,620.7873010286232
24,2,720,1,4,1,1,1,0,35,3,1,3,2,1,4178,10072,1,0,19,3,1,0,5,2,4,3,2,0,2,0.9552309806856136,1.7524031200388226,0,722.1916732670172
28,2,1112,1,19,3,5,3,0,43,2,1,3,3,0,2419,18638,5,0,13,3,1,0,6,2,2,3,1,0,2,0.5531436894004164,2.568993487081153,0,345.635785348203
46,1,588,1,9,3,3,2,0,77,2,2,6,2,1,5123,17688,2,0,14,3,1,0,10,3,1,7,2,5,5,1.1013300227951428,1.8523812927005006,1,480.1435923256993
20,2,377,1,2,3,1,3,1,59,3,1,2,2,2,1416,25178,1,0,12,3,2,0,0,2,3,0,0,0,0,0.32376212720397607,2.904581342967687,0,1316.4469024556822
38,2,1265,1,10,3,1,1,1,69,2,1,2,1,2,2196,3268,3,1,15,3,2,0,8,2,1,3,2,0,2,0.5020731721984251,1.401514864389821,0,235.48434168455015
36,2,555,1,2,2,2,1,0,68,1,1,4,2,1,2251,3813,7,0,12,3,4,0,11,4,2,7,7,4,7,0.5146708088446492,2.714581223701848,0,188.43839588837312
40,1,841,1,2,3,1,1,0,55,1,1,2,2,0,3206,17456,3,1,17,3,2,0,10,1,2,4,3,0,0,0.733144931602558,2.1766975214485624,0,277.8807171808783
30,1,882,1,2,3,1,3,0,80,2,1,6,3,2,2945,11709,5,0,13,3,3,0,2,3,3,1,0,0,0,0.5582471072567159,3.2515450972867055,0,806.8481421940525
22,1,408,1,7,2,1,2,0,93,2,1,7,3,0,2311,25124,1,0,20,4,2,0,2,2,2,2,2,0,2,0.41641940188226795,2.931389312837237,0,600.2680344153944
33,1,706,1,4,3,3,1,0,45,2,1,2,2,0,3481,17236,2,1,17,3,1,1,10,2,3,4,3,3,3,0.7959076874929651,1.6909875676563964,0,303.6788917321484
26,2,1070,1,18,2,3,3,1,34,2,1,5,2,0,2395,18790,2,0,15,3,2,2,2,2,2,2,0,0,1,0.4654751779943581,2.6666666666666665,0,877.5475876803268
22,1,558,1,9,3,2,2,0,73,3,1,4,2,2,2784,17092,1,1,12,3,2,0,3,2,2,0,0,0,0,0.5782640722742921,2.6093336257089046,0,698.3495640181495
42,2,475,2,5,3,1,1,1,49,2,3,7,3,0,10299,15564,4,0,11,3,1,0,23,1,2,9,4,6,4,1.7897592513036409,2.132014042642496,0,443.6834737476863
34,2,721,1,6,3,3,3,1,73,2,1,2,1,1,2262,4529,4,1,16,3,4,0,7,2,1,4,4,1,4,0.5171815681359901,2.6681922316416866,1,265.9981725547426
28,1,601,0,12,3,1,3,0,88,3,1,3,1,1,2684,21220,0,0,15,3,2,0,4,3,3,4,3,0,3,0.6595611038433484,2.5132868790376124,0,652.9082069452961
28,2,855,1,5,3,3,1,0,66,3,1,2,1,1,4113,9798,5,0,17,3,2,0,7,3,3,3,2,0,2,0.9403736658567119,1.3424283453362615,0,481.4848423571899
20,1,1102,1,9,3,1,3,0,43,2,1,4,2,2,1786,17236,1,0,13,3,1,0,1,4,2,1,0,0,0,0.35642830515066815,2.348258628475822,0,735.1273600800045
36,2,1142,1,10,4,1,3,0,73,2,1,6,1,2,3255,7278,5,0,21,3,2,0,11,3,3,7,5,3,5,0.6000553810605442,2.076039339800585,0,272.00593899270507
25,2,238,2,5,3,2,2,0,45,2,2,7,3,1,5767,26929,1,0,11,3,4,0,6,1,2,6,4,0,3,1.002193904256268,3.3333333333333335,0,819.0324151262269
45,1,936,0,17,2,0,1,0,84,2,1,1,4,1,2423,10048,3,0,13,3,3,0,5,1,2,4,2,1,0,0.5792175121896207,3.133852432931591,0,383.0849605800259
25,2,744,1,4,3,1,2,1,92,2,1,7,4,0,2791,24943,2,1,17,3,2,0,3,2,2,3,2,0,2,0.5676663666633552,3.0,0,572.4793866854778
25,1,501,1,8,3,3,2,0,74,3,1,2,1,1,3219,17079,2,1,11,3,2,0,5,2,2,1,1,1,1,0.736030657183264,2.0,0,540.4965567802824
31,1,644,1,11,3,3,2,0,65,1,1,7,1,1,2578,14561,1,0,17,3,2,0,3,2,3,3,2,2,1,0.49879512811553917,2.3333333333333335,0,705.2802248382584
33,2,314,1,5,3,1,1,1,79,1,2,6,3,1,6034,20488,4,1,17,3,2,0,13,2,2,5,5,5,5,1.0998609145511447,2.391067057396974,0,431.371789628124
34,1,742,2,15,2,3,1,1,59,1,2,7,3,0,5420,22086,6,0,14,3,4,1,7,2,2,2,2,2,2,0.9419974330071521,2.972716529709352,0,677.5905285299572
33,2,977,1,9,2,1,2,1,72,2,2,3,3,0,5073,22589,2,0,16,3,2,1,8,2,2,7,3,1,1,1.057790157197463,2.7808414190595143,0,524.7759541720616
35,2,837,2,6,3,1,1,1,64,2,2,7,1,1,9880,5441,2,0,11,3,3,0,11,3,2,8,6,5,5,1.717069358162136,2.1059823503033464,0,830.7795147228276
32,1,641,1,3,2,3,3,1,51,2,1,2,1,1,2494,4909,7,0,15,3,3,0,8,2,1,0,0,0,0,0.5703007070416058,2.6157312416136556,1,277.16614362222043
33,2,1099,1,6,3,1,2,0,68,2,1,6,1,1,3093,6900,5,0,19,3,2,0,7,3,3,3,2,0,2,0.574241286391383,2.095976538825242,0,554.4020081824409
33,2,963,1,10,2,1,2,1,71,2,2,3,3,0,5097,22557,2,0,16,3,2,1,8,2,2,6,3,1,1,1.0505173503151974,2.7950165789491153,0,534.815833326596
40,1,257,1,3,3,1,1,0,59,3,2,6,2,2,9186,9502,1,0,17,3,2,0,8,4,3,8,7,6,7,1.6324405585100843,2.0,0,1007.4878263210387
31,1,925,1,10,3,3,2,1,81,2,1,7,3,1,1269,15958,2,0,13,3,3,0,1,3,2,1,0,0,0,0.23922900366484368,3.046372064714354,0,513.7400063694811
19,1,140,1,4,2,4,1,1,83,3,1,2,1,2,2865,13063,1,0,18,3,2,0,0,1,3,0,0,0,0,0.6550641448047594,1.5349225393651063,0,1528.5817467591326
21,1,355,1,7,1,1,3,0,67,2,1,4,2,2,2511,25891,1,0,22,4,1,0,1,2,2,1,0,0,0,0.5741130261485163,2.3333333333333335,0,1143.5783930008279
31,1,250,1,3,3,1,1,0,59,3,1,3,1,0,1996,26711,1,0,13,3,3,1,1,2,2,1,0,0,0,0.42949044964987965,2.0,0,998.105573220861
37,2,1082,2,4,2,1,1,0,46,1,2,7,2,1,6970,12905,5,0,17,3,2,1,11,2,3,3,2,0,2,1.2113432058137357,2.0737037614078453,0,561.5263025701771
37,0,570,1,2,3,1,1,0,57,2,1,2,1,2,3597,17162,2,1,21,3,2,0,10,2,3,0,0,0,0,0.8224854131589519,1.4014751094834663,0,337.6214330373768
34,1,924,0,21,3,0,1,0,46,3,3,0,1,0,10130,11696,8,0,14,3,3,3,11,2,3,4,2,0,2,2.578482289660744,2.0812494777392536,0,806.7393487052466
29,2,490,0,15,3,0,1,1,55,2,1,2,1,0,2330,3122,4,1,16,3,3,2,4,2,3,2,2,2,0,0.5857466815505725,1.9300282123746957,0,449.8918979256131
36,1,374,1,9,3,2,4,0,57,3,1,4,1,2,4210,4972,1,0,14,3,1,0,9,3,1,9,2,0,7,0.9625125935030624,2.3410075349292128,1,385.9353821104238
42,1,275,1,11,3,1,2,1,68,2,3,2,2,0,11710,14606,5,0,11,3,3,2,20,3,3,12,5,7,3,2.4697656173791662,2.7675781406588307,0,540.4882377129308
30,1,868,1,1,3,1,3,0,64,2,1,7,1,2,2315,8147,2,0,11,3,1,0,4,2,3,4,3,1,3,0.43205436333768255,2.180831112346492,0,488.8787384794741
33,1,660,1,13,3,2,2,1,59,2,3,4,1,1,10125,22045,6,0,15,3,2,0,13,2,3,8,7,3,0,1.9613341054385842,2.2922312969462446,0,685.8997461044813
35,2,846,1,16,3,1,3,0,43,3,1,2,1,1,2719,8203,1,0,16,3,3,0,16,1,3,15,12,13,13,0.6218361418180113,2.356307179789073,0,217.39986063580085
42,1,1066,1,9,3,1,3,0,95,2,1,6,3,2,2924,10907,1,0,11,3,3,0,5,3,3,5,3,0,1,0.6567592188204834,3.0257736884962623,0,440.83269923584254
37,2,1099,1,28,1,2,2,0,67,2,2,0,1,1,6742,11333,6,0,18,3,1,0,16,2,2,2,0,0,1,1.4994630636576367,1.7014156553506032,0,395.80520055391037
35,2,515,1,23,2,1,2,1,55,2,2,4,3,1,5899,15177,2,1,13,3,1,0,8,1,3,2,1,1,1,1.2979087579525828,2.2659339466992954,0,636.7693865094769
30,1,435,2,23,1,1,3,0,47,2,2,7,1,1,7252,11088,1,0,12,3,1,0,10,2,1,10,7,2,9,1.2602544687048596,2.0893138017442867,0,620.2150947290153
45,2,579,1,1,2,1,1,1,95,1,2,2,3,1,5478,19471,8,1,13,3,3,0,21,2,2,1,0,0,0,1.2108602129977952,2.6257297393847554,0,254.97991304740464
30,1,410,1,21,3,1,2,0,55,1,2,5,1,2,6549,22948,4,0,17,3,3,0,9,4,2,6,3,0,2,1.216701546200075,2.4119686781983605,0,654.926644648186
57,2,358,1,2,3,1,4,1,38,3,5,4,1,1,19347,25005,6,1,12,3,4,0,37,2,3,26,12,11,7,4.423288539747404,3.2781598298775703,0,523.1997569439247
26,1,1215,0,21,3,0,1,0,51,1,1,1,3,1,2271,10404,1,0,11,3,3,0,1,1,2,1,0,0,1,0.5310821579439804,2.5196542128274544,1,990.9087569881597
30,1,821,1,2,3,1,3,0,83,2,1,7,3,2,2891,11767,6,0,13,3,3,0,2,3,3,1,0,0,0,0.533164674081889,3.2791635963341643,0,769.5010268571267
34,1,1012,1,1,4,1,2,0,85,3,2,4,2,2,8080,9139,1,0,13,3,1,0,9,2,3,9,7,4,7,1.6768736981884012,2.0,0,797.3239080464485
39,0,745,1,2,3,1,1,0,54,1,1,2,1,1,3375,17350,2,1,19,3,2,0,10,1,3,2,2,0,0,0.7717572882506593,1.8524071067427352,0,287.86001766978035
19,1,553,2,19,1,2,4,1,46,3,1,8,2,1,1701,26850,1,0,19,3,3,0,0,2,2,0,0,0,0,0.295620904752953,3.2876739652048124,1,1497.6314157158522
22,1,1191,0,15,3,1,2,0,82,2,1,4,1,1,2703,18776,1,0,13,3,1,0,1,2,3,1,0,0,0,0.6502282931941619,1.7385962625295057,0,1351.561887216055
32,1,724,1,5,3,3,1,0,44,2,1,2,2,0,3455,17245,2,1,16,3,1,1,10,2,3,4,4,4,4,0.7899969934623602,1.747129534409634,0,303.6546486101413
22,2,357,2,8,3,1,3,0,96,3,1,8,3,0,2387,25184,1,0,19,3,2,0,2,1,3,2,1,0,1,0.4149423761468607,3.0,0,770.6009622826842
20,2,441,1,2,3,1,3,1,62,3,1,2,2,2,1414,25154,1,0,12,3,2,0,0,2,3,0,0,0,0,0.323376622124796,2.8629467944162417,0,1271.2630086402262
37,1,519,2,4,1,1,3,1,49,2,3,7,3,1,11053,4866,0,1,11,3,1,0,17,5,2,17,7,5,8,1.9208475648697798,2.525193259142995,0,605.4050585948755
50,2,395,1,15,2,3,3,0,60,2,2,1,1,1,9354,11310,5,0,18,3,4,0,20,1,3,9,7,3,7,2.1387227486666642,3.0691476878200925,0,508.8516903959148
23,2,426,1,6,1,2,2,1,35,3,1,7,1,1,2647,4536,1,0,13,3,2,0,1,2,2,1,0,1,0,0.4751543117784813,2.1142673000556877,0,1216.9610170569476
42,1,913,2,1,3,1,1,1,69,2,2,7,2,0,6730,13381,6,0,13,3,3,1,11,2,3,3,1,0,0,1.1696761720548137,2.4473272210618298,0,556.8062489664793
32,2,450,0,4,2,0,1,0,45,3,1,1,1,1,2740,21507,6,0,19,3,1,0,11,3,3,7,6,0,6,0.6382367678627584,1.2274697656450717,0,301.4475259236003
28,2,319,1,7,3,3,2,1,73,1,1,2,1,1,2162,4744,1,0,11,3,3,0,6,3,2,6,6,0,6,0.48299716117355507,2.307653410599495,0,347.6638609035532
47,2,400,1,11,1,3,3,1,63,3,1,6,2,2,4575,21814,2,0,14,3,2,0,9,2,2,7,4,3,3,0.8947603009817439,2.557166462801978,0,471.80356252493266
39,2,236,1,18,2,2,2,0,69,3,2,3,1,1,8751,10481,3,0,21,4,3,0,12,2,3,4,3,1,3,1.7750477748946223,2.5319383698515443,0,674.1608329041114
33,0,925,1,16,3,4,4,1,84,1,1,6,1,1,2317,14483,1,1,23,4,2,0,4,2,2,4,1,2,0,0.5298957421829018,2.4148786083940323,0,452.59030467568357
33,2,649,1,7,3,3,2,1,74,1,1,2,1,1,2236,4570,3,1,15,3,4,0,7,3,1,4,4,0,4,0.5113592949522355,2.608621183908955,1,265.79836133213905
19,1,132,1,4,2,4,1,1,83,3,1,2,1,2,2937,13025,1,0,18,3,2,0,0,1,3,0,0,0,0,0.6716705325811075,1.39902667382021,0,1500.2134848266355
46,2,379,2,10,3,2,1,1,50,2,3,7,3,0,10162,16038,4,0,11,3,1,1,27,1,3,6,6,3,2,1.7659459392019499,2.0290835123736235,0,362.8587728886199
46,1,1198,1,26,2,1,1,1,96,2,1,2,1,2,4189,22571,2,0,18,3,1,0,16,2,3,4,2,0,3,0.9578586995318432,1.1654842951714346,0,291.801238895244
34,0,682,1,4,3,2,1,0,47,2,1,2,1,1,3516,17224,2,1,18,3,1,0,10,2,3,3,2,2,2,0.8039170118669651,1.6149120306056353,0,303.7117425322385
22,2,551,1,3,3,3,3,0,50,2,1,7,3,1,2108,22068,1,0,13,3,3,0,2,2,1,2,2,0,2,0.3885887862762238,3.3333333333333335,1,613.3625309762455
23,1,620,1,9,3,1,4,0,33,3,1,7,1,1,1810,26912,1,0,18,3,1,0,1,2,2,1,0,1,0,0.3190653413439042,2.0564652670776584,0,873.6900082048918
28,2,475,1,2,2,1,1,0,42,2,1,3,1,1,2500,21678,5,0,17,3,1,0,9,3,3,6,5,0,5,0.53675381280639,1.7267707326431005,0,345.34863434204436
49,1,960,2,2,3,1,2,0,87,3,2,7,2,0,6856,14201,6,0,13,3,3,2,12,2,3,6,3,0,2,1.1915248093453805,2.9268319025153624,0,510.9668407213029
28,2,684,1,22,4,5,3,0,60,2,1,4,2,0,2496,18432,5,0,14,3,1,0,6,2,3,2,1,0,1,0.5707160256285629,2.425862390876473,0,356.61598515704776
37,2,972,1,3,3,2,3,1,81,2,1,4,1,1,4536,7506,4,0,13,3,1,1,7,2,3,5,2,0,3,0.9959775317864441,2.0,0,541.4736130567431
18,1,661,1,4,2,3,2,0,75,2,1,7,3,2,1788,18389,1,1,12,3,2,0,0,2,3,0,0,0,0,0.3410894997551846,2.7873192156587736,0,1511.7888690122102
27,2,130,1,7,3,1,2,0,79,3,1,5,1,1,2404,26002,1,0,13,3,4,0,1,0,3,1,0,0,0,0.47303880166295126,2.5151736824068127,0,1202.3707520525868
30,1,995,0,3,3,4,3,0,87,2,1,5,1,1,2645,8584,5,0,11,3,3,0,7,4,2,4,2,0,3,0.6063166601234496,2.6829724562114956,0,295.6186082013953
27,1,1026,1,24,3,3,2,1,46,2,1,5,1,2,1642,10603,1,0,14,3,3,0,1,2,2,1,0,0,0,0.34318837019132464,2.513670337327662,0,821.3523817982248
38,1,781,1,15,3,1,1,1,73,2,3,3,3,1,11201,23464,4,0,11,3,1,0,17,2,2,10,2,6,4,2.2468759557103186,2.2569261748132696,0,641.4089859996154
32,1,199,1,12,3,4,1,0,55,2,2,6,2,1,5650,17521,4,0,11,3,1,0,7,3,1,5,2,0,0,1.0196365798279556,1.4262453214061774,1,677.5777145260005
34,1,462,1,6,3,2,1,1,70,2,2,5,2,0,9982,24252,6,0,11,3,2,1,12,4,2,1,0,0,0,2.029596170110142,2.309953520710894,0,874.4458443624973
29,2,764,1,2,1,1,1,0,36,1,1,2,1,0,2519,6691,2,0,11,3,3,1,2,1,3,1,0,0,0,0.5761042677126508,2.271845709527048,0,1015.4652412337765
35,2,873,2,3,3,1,2,0,57,2,2,7,1,1,9096,5483,1,0,13,3,3,1,9,3,3,9,8,6,7,1.5808206484944056,2.4331986372554923,0,847.8311938751926
29,1,267,2,26,3,2,2,0,46,2,2,7,1,1,6988,23449,3,0,17,3,3,0,9,4,2,7,3,0,3,1.2144009942603702,2.6432702596019446,1,677.3033414219854
29,1,285,1,24,3,1,1,0,47,3,3,4,3,1,8507,23882,1,0,18,3,2,1,10,2,2,6,2,0,5,1.6924259833901818,2.671136474237337,0,718.7854177416937
39,0,1474,1,18,3,2,2,1,75,3,2,4,2,1,4526,23400,5,0,15,3,2,0,11,2,3,4,2,1,2,0.8868758864741588,2.5285629191020016,0,472.5084542001141
41,1,671,1,18,3,4,3,0,49,2,1,6,2,0,2353,15792,7,1,16,3,3,1,6,3,2,2,0,1,1,0.5381594739736676,3.133115355407603,0,315.24210292604846
36,2,987,1,3,3,2,2,0,50,1,1,2,3,0,2974,17571,3,1,13,3,2,1,10,1,2,7,7,3,2,0.6799282365035838,2.650613000950667,0,270.36419149697053
32,1,966,1,22,2,2,1,0,62,1,1,6,2,2,4232,3855,1,0,22,4,2,0,12,4,3,11,4,4,7,0.9675837798463712,1.8439227238528737,0,326.6322916737901
32,2,1132,1,8,2,3,3,1,41,1,3,5,3,1,11603,25364,3,0,11,3,3,0,14,2,2,11,7,8,7,2.296420240551405,3.416650658034035,0,752.3214853700949
37,1,420,2,19,3,3,2,0,51,2,2,7,1,1,6733,23150,4,0,14,3,2,0,12,4,2,5,3,0,1,1.1701750968362181,2.2074246841866105,0,551.7813128995042
30,2,449,1,7,3,3,2,1,75,1,1,2,1,1,2165,4684,1,1,12,3,4,0,7,3,1,6,6,0,6,0.4951026584846102,2.442290124471778,1,265.24045923694354
35,2,407,1,25,2,1,2,1,69,2,2,5,3,1,5855,14319,1,1,15,3,2,0,9,1,3,6,4,4,4,1.1514101950826743,2.9790893403901237,0,581.6230248846207
24,1,1269,1,5,1,4,2,0,81,2,1,2,2,2,3983,9450,5,0,17,3,2,0,5,2,3,2,2,0,2,0.9108316579427566,2.411910641558057,0,662.0696086161691
27,1,1106,1,11,1,4,3,0,38,2,1,3,3,1,3924,4182,1,0,17,3,2,0,9,3,3,8,7,4,6,0.8972596327781688,2.9520789330531043,0,415.3838051261956
24,2,144,1,14,3,1,3,0,69,3,1,6,2,2,2546,25558,1,0,13,3,4,0,4,1,3,4,1,3,3,0.5117349411442322,3.351765153429857,0,781.8086786818939
37,1,416,1,15,2,1,3,1,79,2,2,4,2,1,5898,6155,2,0,14,3,1,1,9,4,2,6,2,0,3,1.1615482875692071,2.488514702914251,0,586.2697433583671
33,2,932,1,10,2,1,2,1,69,2,2,4,3,0,5150,22485,3,0,16,3,2,1,8,2,2,6,3,1,1,1.0340926710102216,2.8270293161291953,0,557.4895819965965
38,1,717,1,20,2,1,1,0,85,1,1,6,1,1,4101,5152,1,0,18,3,2,0,7,4,3,5,1,3,3,0.8208440141326399,1.8323373162737497,0,534.2331268870266
18,0,219,1,7,1,3,2,1,80,3,1,2,2,2,2154,13427,1,0,13,3,3,0,0,0,3,0,0,0,0,0.49264612152267695,2.8640458954658143,0,1806.0362473451555
31,1,930,1,9,3,3,2,1,83,2,1,7,3,1,1220,15974,1,0,13,3,3,0,1,3,2,1,0,0,0,0.2258843473668664,3.034327159777105,0,520.6907768686262
30,2,1065,0,11,3,3,2,0,67,3,1,1,2,1,2564,3172,1,0,14,3,2,0,1,1,2,1,1,1,1,0.6386197785108526,2.555212396229839,0,977.8632969603021
45,2,395,2,8,3,1,1,1,51,2,3,7,3,0,10134,15905,4,0,11,3,1,0,27,1,3,7,6,4,3,1.7611839822106865,2.0251677879346297,0,366.3531898734007
38,2,623,1,7,3,1,3,0,74,3,1,2,1,1,2188,21751,3,0,15,3,1,0,14,3,1,5,4,1,1,0.5002316767043911,2.0043282943299348,0,142.7147853372473
27,1,1176,1,14,4,2,1,1,52,2,1,3,1,0,2280,14258,1,0,14,3,3,1,3,2,3,2,1,0,1,0.49099488914549333,2.242566048426567,0,564.599451781306
36,1,389,1,9,3,2,4,0,55,3,1,4,1,2,4199,4906,1,0,14,3,1,0,9,3,1,9,2,0,7,0.9601665575826785,2.3675231967270385,1,396.07762274809227
47,1,756,1,7,3,1,1,0,84,3,2,3,3,0,7319,14169,4,0,11,3,4,1,11,2,3,7,4,0,2,1.4791626013353172,3.0,0,615.8843361497834
24,2,720,0,3,3,2,1,1,60,2,1,5,3,0,2301,3047,2,1,15,3,1,1,5,2,2,2,0,2,0,0.5395048125511227,2.2669165904953736,0,355.35260328993513
33,1,227,1,16,3,0,1,0,73,3,3,6,1,1,8593,10122,2,1,19,3,3,0,11,2,2,0,0,0,0,1.5108173078888902,1.6736895214613463,0,716.1000858530231
20,0,469,1,8,2,3,1,0,86,2,1,5,1,2,1971,6020,1,0,22,3,2,0,2,2,3,0,0,0,0,0.45072433028383346,1.7734740936956197,0,826.172714968407
21,1,235,1,10,2,1,1,0,45,2,1,2,3,2,2594,25357,1,0,19,3,3,0,2,2,1,2,2,2,2,0.5931128391775633,2.510674986651302,0,793.9991998470178
25,1,1382,1,12,3,2,1,0,49,3,1,2,2,0,2582,14175,1,1,14,3,4,1,5,2,3,4,2,0,2,0.5903740388939563,2.469328165121615,0,402.3483111721956
36,1,1303,2,11,2,1,3,0,83,2,2,7,3,1,11235,23716,4,0,11,3,3,0,14,1,2,11,2,7,5,1.9524877854567233,3.3678150635062263,0,999.7030293950559
31,2,1032,0,6,3,4,1,0,54,3,1,2,3,1,2628,3058,1,0,15,3,3,0,3,0,2,2,1,2,1,0.6595606475818989,2.5820371453188984,0,765.1124920860336
32,1,1189,1,1,4,1,2,0,91,3,2,4,2,2,7820,9053,1,0,12,3,1,0,9,2,3,9,7,4,7,1.6873003407200775,2.0,0,748.0070228393708
44,2,644,1,12,2,3,1,0,68,2,3,3,4,1,8789,13838,1,0,13,3,4,0,9,2,3,9,7,1,5,1.7485999663142473,3.3296614139293106,0,842.2830492249914
36,1,961,2,11,2,1,1,0,81,3,2,7,4,1,5840,20125,5,1,11,3,1,0,8,1,1,7,5,0,6,1.0149862570800865,2.4683170067665263,0,603.0192203837926
37,2,885,2,8,3,1,1,1,64,2,2,7,1,1,9963,5499,2,0,11,3,3,0,11,3,2,7,5,4,5,1.7313450507407775,1.9940620874371424,0,805.0276796942492
39,2,992,1,5,3,4,4,1,62,3,1,5,2,1,2222,3751,4,0,17,3,3,0,14,4,2,1,0,0,0,0.4430613817464521,3.3796290118423333,0,174.39937926901587
38,2,1113,1,2,3,1,2,0,54,1,1,2,3,0,2624,17672,3,0,13,3,2,0,8,1,2,6,6,1,0,0.6000734287113376,2.849947310018004,1,303.8020893279409
33,0,1114,2,14,4,3,4,0,63,3,2,7,3,1,4665,23636,4,0,14,3,3,0,5,1,2,4,2,1,2,0.8108046063749853,3.5189071949277886,0,715.2366012409207
26,0,1197,1,9,3,2,1,0,63,2,1,3,2,1,2724,14249,1,1,17,3,3,1,5,3,3,5,2,1,1,0.6228511163154511,2.5736043654368355,0,404.5283067474848
46,2,1109,1,12,3,1,2,1,96,3,1,5,3,2,2868,10716,1,0,11,3,3,0,5,3,3,5,3,0,1,0.6557052866044601,3.0,0,421.71380288315606
22,1,625,1,3,1,1,2,0,34,2,1,3,3,1,4167,10011,0,0,18,3,1,0,4,3,3,2,2,0,2,0.9528755995888564,2.0112712180445573,0,833.5755745203315
37,1,659,1,2,3,1,1,0,73,3,2,5,2,2,8597,9309,1,0,15,3,2,0,8,3,3,8,7,5,7,1.6560982593339226,2.0,0,895.589474358929
39,0,702,1,2,2,1,1,0,51,2,1,2,1,1,3953,17296,2,1,22,3,1,0,11,2,3,1,0,0,0,0.8483731124734599,1.5908664680498852,0,322.97250254702783
24,2,820,1,1,3,3,1,1,60,2,1,6,3,1,2293,3018,2,1,16,3,1,0,5,1,2,2,0,2,0,0.5244048956627577,2.3084328790365833,0,329.7351001894283
33,2,793,1,13,2,2,2,0,56,3,1,2,3,1,2451,22113,5,0,13,3,2,0,8,2,1,5,4,0,4,0.560371505342606,3.2036226930136382,0,266.3690090226049
46,2,701,1,1,2,1,1,0,89,2,2,2,3,1,5360,19080,8,1,13,3,3,0,21,2,2,1,0,0,0,1.1850806961289122,2.6666666666666665,0,249.4217397628094
35,2,595,2,3,3,1,2,0,83,1,2,7,3,1,6099,20226,5,1,15,3,1,0,10,1,1,6,5,4,6,1.0599106398156293,2.3333333333333335,1,552.4387897889251
23,2,330,1,7,1,2,2,1,45,2,1,6,1,1,2497,4629,1,0,12,3,2,0,2,3,2,2,2,0,2,0.4716736969565152,2.1079966870356,0,991.3321805831055
19,0,530,1,9,2,2,1,0,90,2,1,5,1,1,1898,6195,1,1,23,3,2,0,1,1,3,1,0,0,0,0.4341530651296664,1.7246166766335662,0,949.4927534385804
32,2,683,0,12,3,1,3,1,64,2,1,1,2,0,2170,23488,2,1,20,3,3,0,4,3,2,2,1,0,1,0.5340130976062146,2.7889197416963465,0,593.1968091529789
30,1,909,1,11,3,3,2,1,64,2,1,2,2,0,2606,6477,1,0,12,3,2,1,1,4,2,1,1,1,1,0.5958625204811943,2.5598410219933374,0,983.032825552111
45,2,661,1,9,2,3,2,0,65,2,3,5,4,1,9369,13668,1,0,15,3,4,0,9,2,3,9,7,3,6,1.6947064182743152,3.5654187303112557,0,925.9629654264319
28,2,316,1,21,3,3,2,1,57,2,1,2,1,1,2402,7353,1,0,16,3,3,2,2,2,2,1,1,0,0,0.5492346280465285,2.543889777003958,0,1080.3432092947087
35,2,890,0,6,3,0,3,0,64,3,1,1,1,0,2127,23562,3,1,20,3,4,0,6,3,2,2,1,0,1,0.5385853359239087,2.7902225907913727,0,382.48014574800357
30,2,1063,0,11,3,3,2,0,68,3,1,1,2,1,2552,3179,1,0,14,3,2,0,1,1,2,1,1,1,1,0.6340694695223936,2.5476418545380843,0,982.2012173496777
24,2,863,1,5,2,2,2,0,71,3,1,4,3,1,2268,3124,1,0,15,3,1,1,4,2,1,1,0,1,0,0.518616261823616,2.3333333333333335,1,557.7321617966045
36,2,776,0,7,3,0,3,1,63,2,1,1,1,0,2096,23609,3,1,21,3,3,0,6,3,2,2,1,0,1,0.533589810431557,2.696458665486565,0,340.5353607752256
35,2,1134,1,18,3,2,1,1,61,2,1,4,1,2,2257,3122,3,1,17,3,2,0,6,1,2,2,2,1,2,0.5161956805768994,1.5415870903477504,0,314.7333869799295
18,1,525,1,2,2,3,1,0,63,2,1,5,4,2,1903,18425,1,0,12,3,3,0,0,2,4,0,0,0,0,0.4026860589424549,2.8880447142833883,0,1472.6064989979973
